,title,author,publication,date,duration,claps,tags_cleaned
2449,"The most modern woman of Medieval Europe was a queen by birth, a warrior and murderer by legend",stephanie buck,timeline,25-Sep-17,5,5400,"france,england,history,women,literature"
2450,Modern JavaScript Explained For Dinosaurs,peter jang,node.js collection,18-Oct-17,16,69000,"javascript,npm,webpack,babel"
2451,The War To Sell You A Mattress Is An Internet Nightmare,david zax,fast company,17-Oct-17,23,11100,"mattress,startup,marketing,business,tech"
2452,Remarks At The 2017 Liberty Medal Ceremony,john mccain,No Publication,17-Oct-17,6,9700,"politics,joe-biden,john-mccain,constitution"
2453,Tesla's New Car Smell,jean-louis gassée,monday note,16-Oct-17,6,2600,tesla
2454,"One person's history of Twitter, from beginning to end",mike monteiro,No Publication,15-Oct-17,12,66000,"twitter,ethics,diversity,design"
2455,The Girl at the Bar,hengtee lim (snippets),human parts,15-Oct-17,9,23000,"short-story,fiction,love,art"
2456,What I Learned From Reading Every Amazon Shareholders Letter,li jiang,noteworthy - the journal blog,6-Oct-17,8,14100,"ben-horowitz,startup,amazon,technology,entrepreneurship,product-development"
2457,What I Don't Tell My Students About 'The Husband Stitch',jane dykema,electric literature,10-Oct-17,10,24000,"women,books,essays,teaching,feminism"
2458,What Quantum Physics Can Tell You About Your Identity,r. david dixon jr.,mission.org,11-Oct-17,10,11800,"science,identity,society,psychology,life"
2459,We fired our top talent. Best decision we ever made.,jonathan solórzano-hamilton,freecodecamp.org,13-Oct-17,8,132000,",business,tech,startup,leadership,entrepreneurship"
2460,Blockchain Is A New Model That Makes The Existing Model Obsolete,angus hervey,future crunch,12-Oct-17,15,5500,"blockchain,crypto,bitcoin,ethereum"
2461,The Rock Test: A Hack for Men Who Don't Want To Be Accused of Sexual Harassment,anne victoria clark,human parts,10-Oct-17,5,163000,"sexual-assault,new-york-times,harvey-weinstein,society,humor"
2462,Here's What Would Happen If Donald Trump Nuked North Korea,greg fish,rantt media,8-Oct-17,11,6300,"north-korea,world,politech,politics,tech"
2463,American Horror Story: The Cecil Hotel,josh dean,matter,27-Oct-15,40,13700,"internet,big-stories-matter,conspiracy-theory"
2464,Learning Python: From Zero to Hero,tk,freecodecamp.org,1-Oct-17,11,65000,"python,programming,coding,web-development,software-development"
2465,"Mass Shootings in America, and Why Men (and Boys) Keep Doing This",charlie hoehn,be yourself,3-Oct-17,10,27000,"guns,shooting,mass-shootings,las-vegas,beyourself"
2466,Google and Facebook Have Failed Us,alexis c. madrigal,the atlantic,4-Oct-17,6,11000,"journalism,facebook,google,news,tech"
2467,Confessions of a Failed Female Coder,caroline mccarthy,hackernoon.com,26-Sep-17,12,4300,"software-developer,coder,women-in-tech,google,computer-science"
2468,The Path to Becoming a Software Architect,nikolay ashanin,No Publication,1-Oct-17,9,23000,"software-development,software-architecture,software-engineering,management,software"
2469,I Didn't Know Who My Baby's Father Was,kayt molina,No Publication,28-Sep-17,9,7100,"women,feminism,parenting,motherhood,sex"
2470,Learn Blockchains by Building One,daniel van flymen,No Publication,25-Sep-17,9,82000,"blockchain,cryptocurrency,bitcoin,python,software-engineering"
2471,"The Big Bang Wasn't The Beginning, After All",ethan siegel,starts with a bang!,28-Sep-17,7,20000,"science,big-bang,physics,astrophysics,cosmology"
2472,Why should you learn Go?,keval patel,No Publication,8-Jan-17,8,61000,"golang,software-development,web-development,programming,software"
2473,"Look What You Made Me Do, Chrome",amy nguyen,No Publication,25-Sep-17,11,13100,"javascript,web-development,programming,technology,learning-to-code"
2474,"How does Ethereum work, anyway?",preethi kasireddy,No Publication,27-Sep-17,33,51000,"blockchain,ethereum,cryptocurrency,decentralization,software-development"
2475,A Letter of Resignation,john gorman,p.s. i love you,21-Aug-17,13,10900,"life-lessons,life,alcoholism,mental-health,john-gorman"
2476,A Glimpse into North Korea through the Eyes of One of Its Writers,michael barron,the omnivore,22-Sep-17,5,3400,"north-korea,literature,fiction,translation,international-relations"
2477,It's time to kill the web,mike hearn,mike's blog,23-Sep-17,12,15100,"web-development,html5,javascript,programming,newweb"
2478,What advertising teaches us about periods,jen bell,clued in,12-Sep-17,7,4000,",health,women,advertising,sexism,feminism"
2479,The Millennials Are Getting Worse,jared rosen,No Publication,20-Sep-17,6,5200,"short-story,horror,millennials,fiction"
2480,The Empire Strikes Back with a Coordinated War on Crypto,daniel jeffries,hackernoon.com,17-Sep-17,24,23000,"bitcoin,cryptocurrency,economics,china,money"
2481,AI: Scary for the Right Reasons,vinod khosla,No Publication,13-Sep-17,7,4300,"artificial-intelligence,government,economics,technology,cybersecurity"
2482,There are only two ways to tell your story.”,steve bryant,No Publication,13-Sep-17,5,7200,"storytelling,tech,technology,content-marketing,marketing"
2483,Optical Effects in User Interfaces: An Illustrated Guide,slava shestopalov,muzli - design inspiration,13-Sep-17,14,95000,"design,icons,optical-illusion,user-interface,visual-design"
2484,What does the iPhone X's AR engine mean for UX Designers?,designlab,prototypr,13-Sep-17,9,2600,"augmented-reality,apple,iphone,design,ux"
2485,What the 'Aikido' philosophy teaches us about creativity and courage,alex mathers,personal growth,11-Sep-17,7,9500,"mindfulness,creativity,motivation,self-improvement,life-lessons"
2486,Look elsewhere,jason fried,signal v. noise,8-Sep-17,3,11400,"design,inspiration,designer,product-design,marketing-strategies"
2487,If you're right about your fat friend's health.,your fat friend,healthcare,22-Aug-17,8,10200,"fat-acceptance,body-positive,feminism,health"
2488,"Meet the original single lady, who wrote the book on living alone",laura smith,timeline,6-Sep-17,6,1800,"feminism,women,history,gender-equality,culture"
2489,How Russia Created the Most Popular Texas Secession Page on Facebook,casey michel,extra newsfeed,8-Sep-17,11,2100,"donald-trump,russia,putin,texas,moscow"
2490,My Wife Didn't Know I Was a Woman Until Over a Decade Into Our Relationship,galen mitchell,trans substantiation,4-Sep-17,14,9300,"love,lgbtq,transgender,relationships,equality"
2491,"15 Percent? 20 Percent? It Doesn't Matter, Because Tipping Culture Is Fundamentally Broken",haley hamilton,mel magazine,5-Sep-17,11,2200,"minimum-wage,tipping,restaurant,bars,money"
2492,The Cryptocurrency Singularity,ramon tayag,#startupph chronicles,2-Sep-17,6,2800,"bitcoin,cryptocurrency"
2493,What Can Be Pardoned?,yonatan zunger,newco shift,5-Sep-17,12,3000,"politics,law,trump,criminal-justice,leadership"
2494,The Extraordinary Case of Mr Yamazaki,solomon kingsnorth,solomon kingsnorth,4-Sep-17,11,8700,"education,primary-schools,key-stage-one,key-stage-two,eyfs"
2495,The Last Auto Mechanic,tom price,No Publication,27-Jul-17,12,2300,"self-driving-cars,automotive,autonomous-cars,electric-car"
2496,The Printer We Need,anil dash,No Publication,2-Sep-17,4,3200,"printers,hardware,paper-jam"
2497,This genius photo experiment shows we are all just sheeple in the consumer matrix,rian dundon,timeline,31-Aug-17,3,23000,"fashion,cities,photography,history,culture"
2498,No Madness Like American Madness,dave eggers,No Publication,31-Aug-17,24,7500,"politics,trump,protest,charlottesville"
2499,Toast,gemma kennedy,No Publication,16-Aug-17,19,1970,"this-happened-to-me,long-reads,adoption,family,childhood"
2500,The Ultimate Cheat Sheet To The Trump-Russia Investigation,ahmed baba,rantt media,28-Aug-17,24,3900,"politics,donald-trump,russia,journalism,government"
2501,Your logo is copied,ferdinand vogler,No Publication,25-Aug-17,3,20000,"design,plagiarism,branding,logo-design,trends"
2502,Babies at Work: It's Weird that it's Weird,leah silber,No Publication,9-Aug-17,16,3000,"it-takes-a-village,parenting,startups,motherhood,working-parents,work-life-balance"
2503,How To Create A Morning Routine That Will Make You Thrive,francesca phillips,the writing cooperative,23-Aug-17,9,11000,"productivity,self-development,self-improvement,inspiration,morning-routines"
2504,The Reign Of The Internet Sad Girl Is Over— And That's A Good Thing,hannah williams,the establishment,24-Aug-17,10,2300,"arts-creators,mental-health,sad-girl,social-media,lana-del-rey"
2505,Cuddle Parties and the Death of Platonic Male Touch,c. brian smith,mel magazine,24-Aug-17,10,2000,"cuddle,men,touch,friendship,relationships"
2506,My Son Is Gender Creative,mel,mel magazine,23-Aug-17,7,6600,"Transgender,LGBTQ,Fatherhood,Children,Childhood"
2507,Android Oreo takes a bite out of Progressive Web Apps,maximiliano firtman,No Publication,22-Aug-17,8,5400,"web-development,pwa,android-app-development"
2508,the year of living with banksy,demi adejuyigbe,No Publication,18-Aug-17,6,13700,"graffiti,banksy,comedy,art,roommate"
2509,How to be Rational about Rationality,nassim nicholas taleb,incerto,22-Aug-17,11,14400,"philosophy,rationality,religion,chris,economics"
2510,My Life Lessons in Rust Belt Racism,kim kingsley,No Publication,19-Aug-17,7,8600,"blacklivesmatter,charlottesville,racism,white-privilege,race"
2511,Here's what Chinese takeout menus can teach us about immigration,aj+,aj+ on the news,18-Aug-17,5,4800,"food,chinese,chinese-food,culture,immigration"
2512,White Supremacy Is Bad for the Jews. Let's Be Bad for White Supremacy.,jen margulies,No Publication,13-Aug-17,10,4500,"anti-semitism,activism,parenting,anti-racism,charlottesville"
2513,Small Functions considered Harmful,cindy sridharan,No Publication,11-Aug-17,19,11900,"programming,abstraction,software-development,software-engineering,coding"
2514,"I'm 35 and I may suddenly have lost the rest of my life. I'm panicking, just a bit.",scott riddle,No Publication,14-Aug-17,6,117000,"cancer,death-and-dying,life-lessons,cancer-survival,living-with-purpose"
2515,Reflections on 10 Years with My Dog,hanna brooks olsen,No Publication,10-Aug-17,11,1300,"dogs,growing-up,personal-development,friendship,pets"
2516,Life is All the Negative Space Surrounding Orgasms and Belly Laughs,holly wood,No Publication,10-Aug-17,6,4400,"love,life,buddhism,relationships,social-media"
2517,A Brief History of Women in Computing,faruk ateş,hackernoon.com,10-Aug-17,7,2800,"women-in-tech,technology,google,diversity,diversity-in-tech"
2518,"Sadly, M.I.A.'s Pop Stardom and The Age Of Obama Didn't Live Forever",marcus k. dowling,extra newsfeed,8-Aug-17,7,607,"mia,music,donald-trump,barack-obama,politics"
2519,The most beautiful theory of all,the economist,the economist,8-Aug-17,16,4700,"physics,science,space,technology,history"
2520,"Actually, I was biologically designed to be an engineer.",mary-ann ionascu,code like a girl,8-Aug-17,5,6900,"women-in-tech,gender-equality,stem,technology,codelikeagirl"
2521,Note to All Creatives: Marketing is Your Job,ryan holiday,mission.org,31-Jul-17,7,3100,"marketing,entrepreneurship,business-strategy,marketing-strategies,art"
2522,The Axes of American Politics,yonatan zunger,the bigger picture,2-Aug-17,19,1500,"politics,republican-party,democrats,america,democracy"
2523,Cryptocurrency 101,ben yu,No Publication,24-Jun-17,75,12600,"bitcoin,ethereum,startup,tech,blockchain"
2524,The Death of “Alternative Energy”,andrew beebe,world positive,31-Jul-17,7,905,"energy,climate-change,politics,worldpositive,venture-capital"
2525,Hate Comic Sans? You don't know anything about typography,caliber,prototypr,31-Jul-17,5,2900,"design,typography,fonts,web-design,marketing"
2526,This teen stalker stole Queen Victoria's panties and lived in Buckingham Palace chimneys for a year,stephanie buck,timeline,26-Jul-17,5,1000,"britain,history,crime,psychology,humor"
2527,The Plot Thickens in the Gnarly Story of IQ and Genetics,stephanie pappas,neo.life,21-Jul-17,13,1800,"genetics,intelligence,biology,brain,genome-editing"
2528,Behind the Scenes of Last Night's Health Care Vote,senator chris murphy,No Publication,28-Jul-17,9,1400,"politics,chris-murphy,health-care-reform,senate,healthcare"
2529,Things Men Have Said While Auditioning For Me,allison page,slackjaw,24-Jul-17,4,5200,"comedy,women,work,theatre,satire"
2530,The Present Crisis,yonatan zunger,extra newsfeed,22-Jul-17,9,1300,"politics,constitution,trump"
2531,The Fading Art of Philosophy,oshan jarow,the coffeelicious,21-Jul-17,11,4500,"consciousness,philosophy,life,art,spirituality"
2532,What Chris Christie fat jokes teach your fat friend.,your fat friend,No Publication,14-Jul-17,6,2100,"body-positive,fat-acceptance,feminism"
2533,"Loneliness, Radicalization, and the Fate of Democracy",evan belosa,No Publication,19-Jul-17,18,311,"politics,democracy,loneliness,radicalization"
2534,The company isn't a family,dhh,signal v. noise,20-Jul-17,2,12800,"greatest-hits?source=post_page-----d24f26c3f3fe----------------------,family,business,fat-tony"
2535,"10,000 Hours With Claude Shannon: How A Genius Thinks, Works, and Lives",jimmy soni,mission.org,21-Jul-17,26,12900,"mathematics,history,biography,tech,science"
2536,The Straight Male Sex Workers of Japan Who Sell Their Services to Gay Men,c. brian smith,mel magazine,19-Jul-17,10,1500,"sex,sex-work,japan,japanese,lgbtq"
2537,"Trump Won't Kill America, Bitcoin Will",brett cenkus,hackernoon.com,12-Jul-17,12,3400,"bitcoins,blockchain,bitcoin,blockchain,politics,cryptocurrency,ethereum"
2538,Why you should care about Net Neutrality,rohan rajiv,No Publication,10-Jul-17,10,593,"net-neutrality,technology,tech,freedom,government"
2539,Fact-Checking My Ghost Stories,hanna brooks olsen,No Publication,10-Jul-17,17,392,"short-story,self-improvement,ghosts,history,family"
2540,Makeup Anxiety During The Trump Times,sarah graalman,thoughts and ideas,9-Jul-17,8,726,"beauty,trump,makeup,trump-administration,health"
2541,A Brief History of Blockchain: An Investor's Perspective,cameron mclain,hummingbird ventures,8-Jul-17,14,2200,"blockchain,bitcoin,ethereum,ico,cryptocurrency"
2542,My Life With a Pre-Existing Condition,the nib,the nib,6-Jul-17,3,1800,"type-i-diabetes,diabetes,healthcare,health-care-reform"
2543,So this one time at a journalism conference…,heather bryant,No Publication,5-Jul-17,5,4700,"journalism,community,blue-collar,news,work"
2544,Stunning photos from inside the dying center of the Islamic State,washington post,the washington post,5-Jul-17,7,455,"isis,syria,journalism,photography,reporters-notebook"
2545,Modest is Hottest” is not in the Bible,joel michael herbert,No Publication,5-Jul-17,9,1100,"christianity,modesty,sex,sexuality,porn"
2546,how to do nothing,jenny odell,No Publication,30-Jun-17,44,18400,"art,birds,oakland"
2547,When Behind-the-Scenes Movie Photos Finally See the Light,the academy,art & science,30-Jun-17,6,1300,"photography,movies,behind-the-scenes,filmmaking,art"
2548,Millennials' Sobriety Isn't What It Seems,zoe cormier,neo.life,30-Jun-17,8,1100,"data,psychology,social-media,millennials,drugs"
